,mol,density,BCUT_SMR_3,diameter,ASA_P,MNDO_E,PM3_E,AM1_Eele,ASA,dipoleX,pmiX,PM3_dipole,vsurf_EDmin1,vsurf_EDmin3,FASA+,FASA-,FASA_H,MNDO_dipole,MNDO_Eele,npr2,vsurf_A,vsurf_CP,vsurf_CW2,vsurf_W6,vsurf_Wp1,vsurf_Wp4,Q_VSA_FPOL,reactive,SMR_VSA1,SlogP_VSA4,SlogP_VSA6,SlogP_VSA8,h_emd,h_pavgQ,h_pstates,apol,Kier2,mutagenic,PEOE_VSA+5,PEOE_VSA-1,PEOE_VSA-6,vdw_area,GCUT_PEOE_0,GCUT_SLOGP_0,GCUT_SLOGP_2,logP(o/w)
90,[N+](CCCC)=C1NC(N)=[N+]c2c1c(CC1CCCC1)ccc2,0.67201209,3.0066922,11,142.8015,-80968.719,-73744.492,-653575.94,554.20142,-0.81389517,748.47821,15.533826,-2.6990459,-2.6539447,0.7918064,0.20819359,0.74232924,14.969178,-644414.38,0.90645134,5.2252188,0.27068508,1.6687824,13.875,977.75,83.25,0.366198,0,0.0,10.781946,0.0,113.21043,28.026325,0.72403955,3.2663615,54.750202,8.203125,0,11.190562,69.361427,0.0,315.8634,-0.7991516,-2.2037075,0.14085387,5.3520002
91,[N+](CCCC)=C1NC(N)=[N+]c2c1c(CCc1ccccc1)ccc2,0.67426497,2.7835469,13,142.15532,-86177.203,-78478.648,-708684.63,563.06232,-2.271754,1822.2811,17.543081,-3.1064525,-2.9331181,0.70819402,0.29180595,0.74753177,18.56826,-692856.06,0.78008127,5.6314597,0.37949264,1.8192137,9.625,1014.875,65.75,0.3355515,0,0.0,9.5567245,0.0,37.736813,29.01075,0.72023034,3.2702155,56.936619,9.6297579,0,11.190562,113.23331,0.0,344.71176,-0.78172004,-2.2037058,0.15573427,5.5250001
92,[N+](CCCC)=C1NC(N)=[N+]c2c1cccc2,0.69454145,2.7750471,9,156.96948,-59989.871,-53775.406,-381645.94,465.68481,-0.037209209,1494.2531,8.8502483,-2.658787,-2.6098847,0.73362303,0.26637694,0.66292763,7.9254513,-378214.06,0.8082276,4.3993926,0.29794219,1.7784027,9.5,860.0,78.0,0.48245615,0,0.0,3.185575,0.0,37.736813,27.664406,0.71649635,3.2581489,37.522274,6.0743804,0,11.190562,51.958797,0.0,239.74934,-0.78144753,-2.2036791,0.14237387,3.391
93,[N+](CCCC)=C1NC(N)=[N+]c2c1cccc2,0.69454145,2.7750471,9,154.24989,-59990.027,-53775.406,-376675.63,469.58704,-0.51362205,821.04584,10.26925,-2.4962769,-2.4842687,0.73003387,0.26996616,0.67152011,10.354792,-374605.31,0.76774973,4.6608076,0.28475806,1.7762015,9.75,878.875,79.125,0.48245615,0,0.0,3.185575,0.0,37.736813,27.664406,0.71649635,3.2581491,37.522274,6.0743804,0,11.190562,51.958797,0.0,239.74934,-0.78144753,-2.2036791,0.14237387,3.391
94,[N+](CCCCC)=C1NC(N)=[N+]c2c1cccc2,0.68578708,2.8159139,10,155.60432,-63597.977,-57224.043,-410512.25,498.64691,-0.94630682,1106.2119,13.493608,-2.4916062,-2.4824724,0.74376416,0.25623581,0.68794686,13.877277,-407826.47,0.82230383,4.9401736,0.28573623,1.7885026,9.125,925.125,78.625,0.45010468,0,0.0,3.185575,0.0,56.605217,27.724855,0.71629363,3.2592225,40.61586,6.8052931,0,11.190562,51.958797,0.0,256.98145,-0.79185188,-2.203697,0.14237386,3.8329999
95,[N+](Cc1cc2[N+]=C(N)NC(=[N+]CCCC)c2cc1)(C)C,0.67904341,2.7826886,12,210.18181,-75959.664,-68304.125,-544272.75,567.43042,1.4410223,1907.9037,14.32523,-2.5420141,-2.5161297,0.84047818,0.15952182,0.62959015,15.13126,-539635.31,0.82937253,4.9181781,0.25378409,1.668907,9.875,1033.625,97.0,0.56110293,0,0.0,6.37115,0.0,37.736813,42.140865,1.6380823,3.4492559,49.236618,7.8520408,0,11.190562,39.703896,0.0,327.8494,-0.88353187,-2.2513211,0.1204791,3.477
96,NCc1cc(Cn2c(CCCC)nc3c(N)nc4c(c23)cccc4)ccc1,0.75442952,2.7923577,11,190.74706,-96907.359,-87701.406,-796819.56,632.77667,-0.7089023,1762.4391,4.7379923,-2.945267,-2.871433,0.68942374,0.30442813,0.69855547,4.8858442,-786875.88,0.78035754,3.7666523,0.17393756,1.9174697,23.625,1166.375,54.875,0.35103875,0,35.47015,8.69907,0.0,37.736813,9.3641281,1.5482028,2.2669866,60.889824,9.212018,1,0.0,113.23331,6.6511192,367.09744,-0.84042823,-1.3371869,0.14132588,4.57653
97,NCc1ccc(Cn2c(CCCC)nc3c(N)nc4c(c23)cccc4)cc1,0.75442952,2.7921319,12,200.35858,-96907.734,-87701.945,-792826.31,638.74921,-1.0326687,1718.9792,4.3482566,-2.9773545,-2.9678814,0.69443411,0.29977316,0.68632668,4.7524967,-783606.13,0.7886886,3.9467819,0.15755072,1.9572803,24.375,1170.125,60.75,0.35103875,0,35.47015,8.69907,0.0,37.736813,9.3663836,1.5490284,2.2640214,60.889824,9.212018,1,0.0,113.23331,6.6511192,367.09744,-0.84000325,-1.3370844,0.14133045,4.5395298
98,Nc1[n+]c2c(c3n(CC(C)C)cnc13)cccc2,0.70248097,2.8110492,8,156.75275,-65785.688,-59118.602,-447277.63,451.37256,-0.071500197,622.42474,5.682713,-2.7539978,-2.7246611,0.70615506,0.28539771,0.6527198,5.5904751,-443249.34,0.65089256,5.8239284,0.26509321,1.9474028,16.25,848.5,46.75,0.39715528,0,18.684622,4.4107962,0.0,0.0,15.761854,0.53516662,2.0170956,40.375481,5.1747918,1,28.428589,62.005161,0.0,252.485,-0.84729338,-1.4215025,0.14956792,3.61253
99,Nc1[n+]c2c(c3n(CC(C)C)cnc13)cccc2,0.70248097,2.8110492,8,155.50099,-65786.297,-59118.852,-446885.63,450.61725,-1.1982889,537.90265,5.5455656,-2.8321195,-2.8003848,0.70267308,0.28709373,0.65491557,5.581018,-443377.06,0.63389146,5.8609719,0.2684651,1.9018581,16.5,850.5,49.0,0.39715528,0,18.684622,4.4107962,0.0,0.0,15.761854,0.53516662,2.0170956,40.375481,5.1747918,1,28.428589,62.005161,0.0,252.485,-0.84729338,-1.4215025,0.14956792,3.61253
100,O(C(C)C)c1c(NCCCC)nc(N)nc1,0.69371551,2.7989726,9,195.84506,-65534.066,-58922.766,-414202.78,482.78848,-0.16983518,928.71667,1.6332538,-2.7600386,-2.7446914,0.75703645,0.24296352,0.59434605,1.3960544,-410952.88,0.62742466,5.0704384,0.17506869,1.6581676,29.625,822.25,46.625,0.54336756,0,44.570946,0.0,0.0,37.736813,8.4946337,0.020630853,1.1088514,37.897861,7.3499999,1,0.0,27.44899,2.503756,262.845,-0.81063896,-1.335179,0.099492259,1.4299999
101,O(C)c1c(NC(CCC)C)nc(N)nc1,0.70348388,2.8573947,8,149.34109,-61927.871,-55474.48,-374458.91,449.63953,-0.61593366,584.99548,1.4438328,-2.5535679,-2.5005083,0.81614822,0.18385181,0.6678648,2.4037564,-372239.25,0.73669046,3.360395,0.146503,1.689896,23.625,772.75,43.0,0.46425655,0,44.570946,0.0,0.0,37.736813,8.3619051,0.020332091,1.1074554,34.804276,6.5540166,1,0.0,27.44899,2.503756,245.61292,-0.81203598,-1.3351736,0.081971928,1.089
102,O(C)c1c(NCC=C)nc(N)nc1,0.73810476,2.6201007,7,188.99249,-54034.637,-47839.09,-285428.56,399.68146,-0.75981933,476.33667,1.3587619,-2.5629313,-2.5385525,0.76689035,0.23310967,0.52714223,2.0813043,-284955.69,0.67398012,4.5453639,0.14540535,1.8720158,29.5,744.375,50.0,0.57758731,0,44.570946,0.0,0.0,0.0,8.5128403,0.018466536,1.0993861,27.283516,5.671875,1,0.0,12.254904,2.503756,209.72516,-0.80264211,-1.3351662,0.18438585,-0.108
103,O(C)c1c(NCCC2CC2)nc(N)nc1,0.73070908,3.0478292,8,167.6582,-61246.832,-54731.398,-361590.44,441.59018,-0.30963185,484.28928,1.6135545,-2.7589476,-2.6369832,0.79034245,0.20965752,0.62033075,2.2828062,-359009.44,0.79590374,4.2038627,0.14625151,1.8278846,21.0,767.75,42.125,0.39654031,0,44.570946,4.4107962,0.0,56.605217,8.4755621,0.019798653,1.1051847,33.470688,5.3650794,1,0.0,0.0,2.503756,218.33447,-0.80932629,-1.3351703,0.16790789,0.491
104,O(C)c1c(NC[C@H](CC)C)nc(N)nc1,0.70348388,2.8661358,8,169.59438,-61926.254,-55474.531,-374392.94,446.64789,0.084081791,850.10162,1.8033128,-2.653852,-2.5982928,0.79949832,0.20050165,0.62029517,1.8419275,-369987.19,0.75188452,4.5639973,0.14319989,1.7704468,29.125,780.25,46.25,0.50240844,0,44.570946,4.4107962,0.0,18.868406,8.4012833,0.019752117,1.1050088,34.804276,6.5540166,1,0.0,46.196667,2.503756,246.95798,-0.81024539,-1.335175,0.086268835,0.98500001
105,O(C)c1c(N[C@@H](CC(C)C)CCO)nc(N)nc1,0.71383119,2.9251533,8,210.7077,-76565.055,-69142.438,-509114.66,505.05853,-0.026085848,1482.2805,1.3008986,-2.8775537,-2.8240335,0.79858404,0.20141596,0.5828054,1.6859424,-502770.09,0.86928076,3.6710227,0.11324068,1.9429709,32.875,865.75,60.75,0.45331335,0,69.956177,4.4107962,0.0,37.736813,10.371261,0.01947025,1.1036867,41.793446,8.2268429,1,0.0,37.495354,10.271297,291.45209,-0.8082574,-1.3351804,0.054200001,0.85399997
106,O(C)c1c(N[C@@H](CO)CCC)nc(N)nc1,0.73602319,2.8649745,8,191.27196,-69358.219,-62247.02,-431035.59,441.99951,-0.074008085,743.75061,3.0722899,-2.5490997,-2.5304668,0.78059262,0.21940736,0.56725752,2.9399912,-423351.72,0.84976161,3.4033902,0.077194668,2.1679733,37.125,788.0,59.125,0.4434759,0,69.956177,0.0,0.0,37.736813,10.272738,0.017851908,1.0966713,35.606274,7.3499999,1,0.0,27.44899,10.271297,255.64287,-0.80413318,-1.3351769,0.054200001,0.054000001
107,O(C)c1c(N[C@@H]([C@H](C(C)C)C)CO)nc(N)nc1,0.71383119,2.9541988,8,192.14,-76555.352,-69137.469,-522729.69,483.94064,-0.22618154,693.52545,0.50337464,-2.5512021,-2.4566612,0.76406759,0.23593242,0.60296786,0.64977688,-515514.72,0.80401236,3.4164274,0.10262397,1.813688,33.75,813.0,45.0,0.51526052,0,69.956177,8.8215923,0.0,0.0,10.394346,0.017703954,1.0960559,41.793446,7.5555553,1,0.0,56.243034,10.271297,292.79712,-0.80328268,-1.3351827,0.054200001,0.76999998
108,O(C)c1c(N[C@H](C(CC)C)CCO)nc(N)nc1,0.71383119,2.9401836,8,181.19289,-76565.203,-69141.492,-525347.44,478.61313,-0.099974826,825.17737,0.58051354,-2.8922343,-2.7776515,0.78058261,0.21941739,0.62142098,0.66445243,-515577.41,0.79597068,4.0354519,0.10810932,1.9851038,31.125,817.0,49.125,0.45331335,0,69.956177,4.4107962,0.0,37.736813,10.402477,0.019383065,1.1033298,41.793446,8.2268429,1,0.0,46.196667,10.271297,291.45209,-0.8083716,-1.3351837,0.054200001,0.85399997
109,O(C)c1c(N[C@H](CCO)CCC)nc(N)nc1,0.72411042,2.8939307,8,184.2626,-72966.305,-65695.43,-464369.31,483.84631,0.75814182,941.6629,1.6164925,-2.6393158,-2.5203385,0.79852641,0.20147359,0.6191712,2.5482905,-458951.97,0.87556016,2.4382944,0.097418614,1.963217,29.375,818.875,53.875,0.41547033,0,69.956177,0.0,0.0,56.605217,10.329018,0.01949927,1.103815,38.69986,8.1632652,1,0.0,27.44899,10.271297,272.87494,-0.80851007,-1.3351792,0.054200001,0.49599999
110,O(C)c1c(N[C@H](CCO)CCCC)nc(N)nc1,0.71383119,2.9080703,9,174.65205,-76574.773,-69142.008,-505707.41,507.47546,0.5729748,1008.7299,4.4011865,-2.8049786,-2.7455404,0.82789224,0.17210777,0.65584141,4.3691101,-498755.75,0.72443169,3.6821389,0.11846419,1.9131777,26.25,883.75,42.25,0.39079177,0,69.956177,0.0,0.0,75.473625,10.391493,0.019486515,1.1037587,41.793446,8.9917355,1,0.0,36.150303,10.271297,290.10703,-0.80839413,-1.3351809,0.054200001,0.93800002
111,O(C)c1c(N[C@H](CO)CC(C)C)nc(N)nc1,0.72411042,2.9048941,8,183.25565,-72962.359,-65693.953,-462220.72,486.79907,-0.98991317,518.02228,2.5170913,-2.5652528,-2.5367627,0.79719251,0.2028075,0.62354976,1.5195851,-459003.06,0.85724139,3.2564948,0.098625518,1.8418157,35.75,823.125,45.875,0.48179975,0,69.956177,4.4107962,0.0,18.868406,10.311775,0.017820559,1.0965332,38.69986,7.4380164,1,0.0,37.495354,10.271297,274.22,-0.80394036,-1.3351781,0.054200001,0.412
112,O(C)c1c(N[C@H](CO)CCC)nc(N)nc1,0.73602319,2.8649745,8,172.3333,-69360.477,-62246.395,-418762.34,466.43353,0.20425005,1003.1133,2.450948,-2.5212495,-2.5128412,0.80699492,0.19300506,0.63052976,3.2234416,-417147.5,0.70127046,3.9793086,0.099630117,1.9826151,31.0,782.0,46.375,0.4434759,0,69.956177,0.0,0.0,37.736813,10.272738,0.017851908,1.0966713,35.606274,7.3499999,1,0.0,27.44899,10.271297,255.64287,-0.80413318,-1.3351769,0.054200001,0.054000001
113,O(C)c1c(N[C@H](CO)CCCC)nc(N)nc1,0.72411042,2.8844829,9,185.48143,-72966.891,-65694.148,-466822.16,475.21051,0.4513925,903.42719,2.757704,-2.7598281,-2.7209878,0.79505855,0.20494145,0.60968578,2.5056725,-461068.81,0.76034838,5.4222946,0.1071496,1.9670411,39.375,826.0,50.375,0.41547033,0,69.956177,0.0,0.0,56.605217,10.334221,0.017840203,1.09662,38.69986,8.1632652,1,0.0,36.150303,10.271297,272.87494,-0.80427587,-1.3351787,0.054200001,0.49599999
114,O(C)c1c(OC)cc2[N+]=C(N)NC(=[N+]CCCC)c2c1,0.72417593,2.775749,11,161.28816,-82057.445,-74203.594,-561344.13,553.36847,-2.4828963,965.51965,12.026093,-2.5645747,-2.5421035,0.83943868,0.16056131,0.70853388,12.436947,-555547.5,0.79217708,2.7408702,0.22670364,1.7207845,10.125,977.75,77.875,0.39667243,0,21.999775,3.185575,0.0,37.736813,29.688328,0.75178379,3.3566484,45.313446,7.8520408,0,11.190562,27.44899,5.0075121,304.22095,-0.78399044,-2.2036848,0.078889199,3.12674
115,O(C)c1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1,0.70585555,2.7760227,9,148.71022,-71026.563,-63994.277,-475457.47,501.02689,-1.3632827,628.61731,9.4957199,-2.7209623,-2.6736474,0.79815382,0.20184617,0.70318913,8.6287155,-471533.69,0.69704437,4.3755903,0.28860268,1.6783377,9.75,901.875,68.5,0.43448073,0,10.999887,3.185575,0.0,37.736813,28.553629,0.71033311,3.34466,41.417858,6.9632001,0,11.190562,39.703896,2.503756,271.98514,-0.78608209,-2.2036979,0.12176675,3.345
116,O(C)c1cc2C(=[N+]CCCC)NC(N)=[N+]c2cc1,0.71085924,2.7754009,10,173.60463,-71018.383,-63986.215,-472813.44,498.29947,0.96292579,1224.9177,14.060998,-2.6108234,-2.5913801,0.79392576,0.20607427,0.65160584,13.918223,-466481.66,0.59381956,5.2359848,0.2540603,1.8513805,14.0,926.0,81.375,0.43448073,0,10.999887,3.185575,0.0,37.736813,28.760044,0.70994538,3.3036375,41.417858,6.9632001,0,11.190562,27.44899,2.503756,271.98514,-0.7889179,-2.2036841,0.11644731,3.3840001
117,O(C)c1cc2C(=[N+][C@H](CCO)CCC)NC(N)=[N+]c2cc1,0.71893954,2.8682299,10,155.2795,-85673.609,-77672.211,-620557.88,542.64386,1.1099032,2393.0193,9.5110655,-2.7756629,-2.6667261,0.79700398,0.20299603,0.71384639,9.9602928,-611589.81,0.75382394,3.1233006,0.1936193,1.7866523,9.5,966.875,62.5,0.39881808,0,36.385113,3.185575,0.0,56.605217,30.602262,0.70700228,3.2666717,48.407032,8.5850182,0,11.190562,27.44899,10.271297,316.47925,-0.79825824,-2.2039409,0.11402007,3.253
118,O(C)c1cc2C(=[N+][C@H](CCO)CCCC)NC(N)=[N+]c2cc1,0.71068364,2.8856497,11,170.3792,-89281.023,-81116.484,-664555.0,584.94873,-2.0904539,2114.3555,9.1529102,-2.7208171,-2.6604223,0.80355948,0.19644052,0.70872802,9.7999563,-654311.19,0.76997346,1.971045,0.19519924,1.7991199,15.25,1029.375,72.0,0.37822405,0,36.385113,3.185575,0.0,75.473625,30.662012,0.70681673,3.2676067,51.500618,9.333333,0,11.190562,27.44899,10.271297,333.71133,-0.79913932,-2.2039578,0.11401801,3.6949999
119,O(C)c1cc2[N+]=C(N)NC(=[N+]CCCC)c2cc1,0.71085924,2.775322,11,163.44579,-71029.633,-63994.574,-463489.13,506.37991,-1.8033838,1757.5032,7.5075235,-2.6755521,-2.62552,0.79365176,0.20634824,0.67722696,6.7020931,-459239.53,0.84278798,4.5896578,0.26655918,1.7748401,9.25,928.75,76.75,0.43448073,0,10.999887,3.185575,0.0,37.736813,28.674568,0.76674515,3.2935076,41.417858,6.9632001,0,11.190562,27.44899,2.503756,271.98514,-0.78803688,-2.20368,0.117508,3.3840001
120,O(C)c1cc2[N+]=C(N)NC(=[N+][C@H](CCO)CCC)c2cc1,0.71893954,2.8682022,11,180.89186,-85676.383,-77670.898,-612950.88,560.8089,-0.20077813,2130.9209,10.145052,-2.681402,-2.6558282,0.79650599,0.20349404,0.67744476,11.683349,-603757.88,0.81568611,1.7475384,0.17491187,1.8506953,15.25,1006.625,70.375,0.39881808,0,36.385113,3.185575,0.0,56.605217,30.5215,0.76600009,3.2520213,48.407032,8.5850182,0,11.190562,27.44899,10.271297,316.47925,-0.79827142,-2.2039371,0.11228528,3.253
121,O(C)c1cc2[N+]=C(N)NC(=[N+][C@H](CCO)CCCC)c2cc1,0.71068364,2.8856299,12,179.66884,-89284.305,-81119.5,-654956.75,586.68268,-0.11898985,2462.032,10.970148,-2.6684604,-2.6552918,0.80233884,0.19766115,0.69375467,12.838026,-645051.13,0.8511011,1.9353497,0.17864835,1.7952816,15.625,1047.375,73.125,0.37822405,0,36.385113,3.185575,0.0,75.473625,30.581341,0.765827,3.2535565,51.500618,9.333333,0,11.190562,27.44899,10.271297,333.71133,-0.79914343,-2.203954,0.11228283,3.6949999
122,O(C)c1ccc(N2CC=3C(=[N+]CCCC)NC(N)=[N+]C=3CC2)cc1,0.70151055,2.8827956,14,159.12244,-92820.102,-83878.492,-704708.88,627.43622,-1.4694661,526.39996,26.15663,-2.7134759,-2.6597724,0.80127656,0.19872345,0.74639267,25.927269,-699042.56,0.78068584,5.1964316,0.29652798,1.8458275,9.75,1131.75,76.0,0.38736692,1,10.999887,0.0,0.0,56.605217,30.986662,0.52683562,2.8919618,55.985413,9.087347,0,11.190562,27.44899,2.503756,355.88327,-0.82727522,-2.204288,0.12419084,3.5339999
123,O(CC)Cc1n(CC(O)(C)C)c2c(c(N)[n+]c3c2cccc3)n1,0.71935678,2.8408272,10,211.75146,-91462.453,-83004.016,-701975.5,553.93634,-0.20229846,1257.5303,7.4090447,-2.8947339,-2.7831907,0.71799815,0.27512148,0.61773318,7.2104006,-692375.38,0.76460314,4.101922,0.16861321,1.8447204,19.375,970.375,55.625,0.46415901,0,44.069847,2.3279202,0.0,0.0,18.896219,0.5036695,2.0309372,51.260239,7.0869246,1,28.428589,24.509808,10.271297,333.01129,-0.83388668,-1.4215122,0.11214774,2.9395299
124,O(CC)Cc1n(CC(O)(C)C)c2c(c(N)[n+]c3c2cccc3)n1,0.72346729,2.8408272,10,186.71919,-91459.188,-83002.742,-707208.75,539.42841,-1.5481844,1543.8066,8.48458,-2.6658473,-2.6048586,0.71743065,0.27874202,0.65385735,7.6184549,-694949.56,0.73679841,3.6333666,0.13747503,1.9438814,22.5,947.875,49.25,0.46415901,0,44.069847,2.3279202,0.0,0.0,18.896219,0.5036695,2.0309372,51.260239,7.0869246,1,28.428589,24.509808,10.271297,333.01129,-0.83388668,-1.4215122,0.11214774,2.9395299
125,O(CC)Cc1n(CC(O)(C)C)c2c(c(N)[n+]c3c2cccc3)n1,0.72346729,2.8408272,10,211.78772,-91459.086,-83004.391,-704383.63,541.1615,-2.0290334,1898.8993,6.8165531,-2.8241379,-2.7770739,0.70634931,0.28814882,0.60864228,6.6497455,-692369.44,0.75932348,4.6757493,0.14435166,1.9107985,25.625,964.625,56.125,0.46415901,0,44.069847,2.3279202,0.0,0.0,18.896219,0.5036695,2.0309372,51.260239,7.0869246,1,28.428589,24.509808,10.271297,333.01129,-0.83388668,-1.4215122,0.11214774,2.9395299
126,O(CC1CC[N+](C)CC1)c1nc(N)c2NC(=O)N(Cc3cnc(C)cc3)c2c1,0.73439008,2.9994707,16,229.41374,-111148.51,-100091.16,-898903.94,658.91614,-3.7249646,3366.4658,28.023024,-3.3901238,-3.3288791,0.78906268,0.21093732,0.65183163,28.550375,-889544.94,0.77341521,4.6755404,0.13146187,2.0533013,24.875,1159.5,68.5,0.43478453,0,44.570946,10.353119,0.0,37.736813,26.274065,1.0974545,1.4355412,61.40741,9.4276857,1,0.0,12.254904,2.6406472,398.11948,-0.88651866,-2.2595143,0.14747608,1.1289999
127,O(CC1CCOCC1)c1nc(N)c2NC(=O)N(Cc3cnc(C)cc3)c2c1,0.75527561,2.9401958,15,185.45383,-109710.88,-99116.297,-834794.5,630.88062,-0.52118158,2545.0647,3.3491528,-3.3948596,-3.3525472,0.76092225,0.23907778,0.70603979,2.9722888,-826213.63,0.86739761,3.4862936,0.096982695,2.1292262,26.0,1085.75,53.0,0.32645825,0,44.570946,10.353119,0.0,37.736813,13.261587,0.094015181,1.4000407,56.68224,9.212018,1,0.0,12.254904,5.1444035,359.4873,-0.81333899,-1.3347696,0.1300822,1.17
128,O(CCC)c1c(NCCCC)nc(N)nc1,0.69371551,2.7979181,10,168.87032,-65542.539,-58922.363,-402101.53,500.26926,-0.39323881,479.56079,1.5986338,-2.5560961,-2.5025959,0.8012414,0.1987586,0.66244113,2.2776165,-400446.31,0.60652262,4.8104115,0.17406118,1.6095372,24.75,839.125,41.25,0.47204161,0,44.570946,0.0,0.0,56.605217,8.4893332,0.02022255,1.1070541,37.897861,8.1440439,1,0.0,46.196667,2.503756,262.845,-0.81054342,-1.335176,0.10494423,1.582
129,O(CCC[N+]=C1NC(N)=[N+]c2c1cccc2)C,0.72122556,2.744858,10,157.30151,-67407.219,-60531.934,-420070.63,481.18988,0.58553308,424.76541,16.235748,-2.5263665,-2.4997416,0.77695739,0.22304261,0.67309886,15.439846,-415258.28,0.80126959,4.1204553,0.16247088,2.0963583,14.875,893.25,82.5,0.39027843,0,0.0,3.185575,0.0,18.868406,29.170282,0.70631295,3.3177452,38.324272,6.8052931,0,11.190562,24.509808,2.503756,254.75307,-0.81690115,-2.2036889,0.13391002,2.3540001
130,O(CCCc1ccccc1)c1c(NCCCC)nc(N)nc1,0.68536276,2.7991157,14,159.68098,-84515.281,-76725.125,-602580.5,612.12384,0.81048465,2439.5684,1.6118914,-3.0031433,-2.9625552,0.71477371,0.28522629,0.73913616,1.2782589,-594115.94,0.76962662,5.7823772,0.15295526,1.8176711,31.5,1073.125,51.375,0.3159689,0,44.570946,3.185575,0.0,56.605217,9.7417545,0.020007908,1.1061059,51.125031,10.714286,1,0.0,88.723511,2.503756,333.34323,-0.81051016,-1.3351786,0.16445385,2.9449999
131,O(CCOc1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1)C,0.71515173,2.7767708,12,156.8658,-85664.086,-77653.664,-606698.56,585.38153,-1.0189996,364.72299,14.712547,-2.7745733,-2.7336822,0.81491894,0.18508106,0.73202813,14.294637,-600000.81,0.67996007,2.3128078,0.22030908,1.7682886,11.125,1000.625,68.375,0.37540805,0,10.999887,3.185575,0.0,37.736813,29.968216,0.70188576,3.3502429,48.407032,9.2091837,0,11.190562,39.703896,5.0075121,321.45303,-0.81120586,-2.2037032,0.10478466,3.01474
132,O(CCOc1nc(N)c2NC(=O)N(Cc3cnc(C)cc3)c2c1)C,0.76642644,2.7916188,14,198.72804,-99547.125,-89488.211,-728327.31,522.8783,0.14064372,898.50836,1.8598803,-3.2717221,-2.9874623,0.74318928,0.25681075,0.61993444,2.3031294,-700997.88,0.68955296,4.0263972,0.096172668,2.323256,35.125,943.75,52.25,0.35024852,0,44.570946,5.9423227,0.0,0.0,12.914813,0.092930973,1.3922346,48.735065,8.5895061,1,0.0,12.254904,5.1444035,335.06952,-0.81107336,-1.3347626,0.093063921,0.10274
133,O(Cc1[nH]c2c(n1)cccc2)c1c(NCCCC)nc(N)nc1,0.73374343,2.7967818,13,193.94643,-89797.156,-80035.703,-655307.56,550.71259,-0.34214333,771.26599,5.2170005,-3.1161432,-3.0450852,0.71239531,0.28760469,0.64782643,2.7743435,-646231.13,0.79692465,4.3235865,0.11610549,2.0232668,36.625,1027.5,57.375,0.44263187,0,61.356476,2.3279202,0.0,37.736813,12.15864,0.029963739,1.1713854,48.897861,8.909091,1,0.0,51.958797,2.6406472,319.17838,-0.83103031,-1.3351771,0.15131006,1.831
134,O(Cc1c(C)oc(C)n1)c1c(NCCCC)nc(N)nc1,0.73399156,2.7968438,12,173.32512,-86901.867,-77965.242,-601845.75,533.12823,0.53345513,1320.7428,2.6915913,-3.286298,-3.2262852,0.75247735,0.24752267,0.6748904,2.2164226,-590835.75,0.64265651,4.4372697,0.16277146,1.8424001,24.375,917.125,32.5,0.45114991,0,61.356476,13.225562,0.0,37.736813,10.490953,0.010576867,1.0657303,45.746655,8.5850182,1,0.0,27.44899,5.0075121,313.45068,-0.81654406,-1.3351772,0.038533583,0.68199998
135,O(Cc1c(C)onc1C)c1c(NCCCC)nc(N)nc1,0.7360872,2.7969732,11,164.70699,-86879.625,-77932.172,-609629.56,526.47742,0.098118432,487.40805,1.5781612,-2.9466529,-2.7821646,0.72396141,0.27603862,0.6871528,1.7398868,-591877.19,0.71959192,3.2723882,0.13602178,1.9499354,25.0,904.625,33.625,0.42132357,0,64.167542,11.391144,0.0,37.736813,10.096965,0.017862421,1.0964057,45.746655,8.5850182,1,0.0,38.334251,8.4061155,311.31097,-0.81031972,-1.3351775,0.055832885,1.176
136,O(C)c1c(COC2C(NCCCC)=NC(=N)N=C2)nccc1OC,0.74147993,2.8205137,13,194.48599,-100834.7,-90874.305,-746804.56,597.9408,1.3388222,1507.7919,5.6950078,-2.424752,-2.4063807,0.78038365,0.21961637,0.67474037,6.2524133,-729626.13,0.82787782,4.1378164,0.085922711,1.9000567,39.0,990.875,32.125,0.41640508,0,72.356361,2.7567475,0.0,37.736813,10.651799,0.01802953,1.1129164,51.402241,10.871094,0,0.0,27.44899,7.6481595,359.13345,-0.85822773,-1.1619585,0.065016247,1.2867399
137,O(Cc1c(OC)c(OC)ccn1)c1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1,0.7268182,2.7763097,14,168.68469,-113576.14,-102879.7,-951025.63,637.59259,0.20725773,1130.6433,19.874632,-3.4931211,-3.4163797,0.80154759,0.19845241,0.73543501,19.725576,-915072.63,0.75162518,2.9696364,0.21837251,1.7394643,19.0,1120.625,65.375,0.35500848,0,49.785194,5.9423227,0.0,37.736813,32.215324,0.69952041,3.493813,61.109409,11.4075,0,11.190562,39.703896,7.5112681,405.0993,-0.7831189,-2.203706,0.10058185,3.52174
