,mol,density,BCUT_SMR_3,diameter,ASA_P,MNDO_E,PM3_E,AM1_Eele,ASA,dipoleX,pmiX,PM3_dipole,vsurf_EDmin1,vsurf_EDmin3,FASA+,FASA-,FASA_H,MNDO_dipole,MNDO_Eele,npr2,vsurf_A,vsurf_CP,vsurf_CW2,vsurf_W6,vsurf_Wp1,vsurf_Wp4,Q_VSA_FPOL,reactive,SMR_VSA1,SlogP_VSA4,SlogP_VSA6,SlogP_VSA8,h_emd,h_pavgQ,h_pstates,apol,Kier2,mutagenic,PEOE_VSA+5,PEOE_VSA-1,PEOE_VSA-6,vdw_area,GCUT_PEOE_0,GCUT_SLOGP_0,GCUT_SLOGP_2,logP(o/w)
185,O=C(N[C@H](C)c1ccccc1)c1c2C(=[N+]CCCC)NC(N)=[N+]c2ccc1,0.70283872,2.7806144,14,189.90498,-101653.9,-92082.82,-826657.75,657.65765,-1.2813356,2203.0334,25.123495,-3.2434225,-3.200973,0.67903399,0.32096601,0.71124035,25.862921,-822190.31,0.75914776,4.0111527,0.19617337,1.7387933,16.0,1180.625,77.875,0.44953373,0,0.0,33.418941,0.0,41.718781,32.183414,0.5333975,3.0560246,61.265411,10.683761,0,24.140093,100.97842,0.13689101,384.47513,-0.82885903,-2.2037055,0.16073875,4.9380002
186,O=C([O-])CCCCn1c(CCCC)[n+]c2c(N)nc3c(c12)ccc(C(=O)OC)c3,0.7460109,2.8307669,14,212.95996,-119197.65,-108666.66,-991200.69,641.48499,2.2390201,1227.0277,9.6511002,-2.7899384,-2.7023132,0.72316152,0.27683848,0.66802031,12.406817,-969285.75,0.95148259,3.6941774,0.094445564,1.9172807,39.875,1074.25,36.25,0.48292983,0,18.684622,29.375711,0.0,94.342026,17.190956,-0.69465953,2.1519392,61.904617,11.039481,1,25.899061,27.44899,29.637598,401.86014,-0.85150069,-1.4897782,0.10181316,4.6215301
187,O=C(OC(Cn1c(CCCC)nc2c(N)nc3c(c12)ccc(C(=O)OC)c3)C)CCCCCCC,0.70626605,2.875684,19,256.26028,-140888.66,-129387.7,-1252646.8,864.086,0.32859299,5480.9331,3.5824742,-3.0475857,-2.9461932,0.72960472,0.26724139,0.70343196,3.355849,-1230956.5,0.90492463,3.7202327,0.11855873,1.7914665,31.375,1346.0,29.75,0.34718201,0,35.47015,29.375711,0.0,150.94725,13.268158,0.27433249,1.9578494,80.466133,14.8104,1,29.416998,81.001923,5.0075121,511.67789,-0.83977836,-1.3347621,0.054200001,6.5155301
188,O=C(OC)CCCCCn1c(CCCC)[n+]c2c(N)nc3c(c12)ccc(C(=O)OC)c3,0.72830385,2.8534994,16,237.63538,-126643.84,-115805.33,-1025677.6,774.73645,-0.25171003,5220.8408,11.615824,-2.8087831,-2.7967958,0.77352917,0.22647083,0.69326943,10.968283,-1010524.8,0.57907832,5.7693481,0.16509007,1.8875529,24.25,1253.0,49.75,0.39097536,0,18.684622,29.375711,0.0,113.21043,20.608437,0.29634398,2.0442054,68.758583,12.459259,1,40.607563,27.44899,5.0075121,445.82288,-0.78864646,-1.4237806,0.096751243,5.2065301
189,O=C(OC)CCCCn1c(CCCC)nc2c(N)nc3c(c12)ccc(C(=O)OC)c3,0.73501241,2.8326151,15,210.33183,-122862.5,-112146.98,-996139.38,724.16571,-0.790021,3507.2224,6.8729768,-3.2658463,-3.2234442,0.77091241,0.22486037,0.70955288,5.0468912,-979161.25,0.73693603,4.7064176,0.13005893,1.8062795,30.375,1154.875,31.375,0.32936367,0,35.47015,29.375711,0.0,94.342026,13.37675,0.29512572,2.0393381,64.998207,11.743802,1,29.416998,27.44899,5.0075121,425.51746,-0.84659332,-1.3347577,0.054200001,4.21453
190,O=C(OC)CCCn1c(CCCC)nc2c(N)nc3c(c12)ccc(C(=O)OC)c3,0.74233162,2.8138011,14,218.48839,-119256.5,-108700.16,-935674.94,706.74396,-0.24047799,1281.1404,5.383523,-3.0440867,-2.9646702,0.74229801,0.25128832,0.69085211,6.0199699,-922589.0,0.72962368,2.8506031,0.11656544,1.8692708,30.625,1127.125,29.25,0.34326479,0,35.47015,29.375711,0.0,75.473625,13.243562,0.29119226,2.0236773,61.904617,11.039481,1,29.416998,27.44899,5.0075121,408.28537,-0.84630352,-1.3347566,0.054200001,3.7725301
191,O=C(OC)CCn1c(CCCC)nc2c(N)nc3c(c12)ccc(C(=O)OC)c3,0.75034881,2.8006463,13,206.17508,-115649.34,-105250.6,-881528.19,668.51208,-0.209447,4320.1064,5.9251404,-2.8005774,-2.7855542,0.74207109,0.25102141,0.69159108,5.9717636,-870808.94,0.7352441,4.9758959,0.12922624,1.8302627,31.75,1102.375,29.125,0.35839105,0,35.47015,29.375711,0.0,56.605217,12.96192,0.27877286,1.9748591,58.811031,10.346939,1,29.416998,27.44899,5.0075121,391.05328,-0.8439042,-1.3347553,0.054200001,3.3305299
192,O=C(OC)Cn1c(CCCC)nc2c(N)nc3c(c12)ccc(C(=O)OC)c3,0.7591688,2.792048,13,202.57153,-112040.7,-101799.6,-838896.75,648.74097,1.0625,1449.1157,4.9314032,-3.1621778,-3.0493824,0.75020242,0.24164104,0.68774664,3.9355178,-832123.94,0.87458181,3.0738046,0.11745808,1.8333507,27.625,1057.875,29.375,0.37491184,0,35.47015,29.375711,0.0,37.736813,12.203862,0.24218492,1.8377129,55.717445,9.6668653,1,29.416998,27.44899,5.0075121,373.8212,-0.82724607,-1.334753,0.054200001,3.2425301
193,O=C(OC)c1cc2nc(N)c3nc(C)n(CC(O)(C)C)c3c2cc1,0.75360048,2.8386233,11,212.26921,-98052.273,-88852.305,-714197.25,559.07751,-0.42466399,2937.8059,6.6522155,-2.7732229,-2.7346029,0.69867784,0.29572052,0.62032241,4.9575701,-706738.69,0.74952787,4.5039892,0.11065666,2.1249564,30.625,970.625,35.0,0.43679869,0,60.855377,29.375711,0.0,0.0,11.494053,0.28259307,1.9865807,50.061859,6.9575,1,14.708499,0.0,10.271297,334.73132,-0.83962238,-1.3347521,0.057159524,2.28953
194,O=C(OC)c1cc2nc(N)c3nc(CC)n(CC(O)(C)C)c3c2cc1,0.74407601,2.8426175,11,224.52708,-101659.38,-92300.016,-766038.25,580.18323,0.88894802,1320.2708,2.6946714,-2.9457598,-2.7433729,0.70879769,0.2864449,0.61300659,3.9795291,-757669.5,0.81001836,3.2098405,0.10907237,2.0088584,28.375,977.75,36.25,0.46867907,0,60.855377,29.375711,0.0,0.0,11.581537,0.28377777,1.9952033,53.155445,7.5526471,1,14.708499,18.747677,10.271297,351.96341,-0.83925432,-1.3347552,0.05310151,2.7645299
195,O=C(OC)c1cc2nc(N)c3nc(CCC)n(CC(O)(C)C)c3c2cc1,0.73551184,2.8466489,12,221.24251,-105266.24,-95748.641,-817101.81,610.24768,1.592532,2310.0405,7.9295363,-2.8445683,-2.8333271,0.72745132,0.26663217,0.63745457,6.2899022,-809328.81,0.81492645,4.4564581,0.12145341,1.8883141,31.5,1018.25,36.375,0.4468036,0,60.855377,29.375711,0.0,18.868406,11.611997,0.2831876,1.9927608,56.249031,8.1632652,1,14.708499,18.747677,10.271297,369.1955,-0.83935511,-1.3347603,0.053079776,3.2065301
196,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CC(O)(C)C)c3c2cc1,0.72776967,2.8516243,13,237.48097,-108871.41,-99197.773,-864015.5,640.16803,0.635171,1906.4305,4.6121664,-2.8881249,-2.8165169,0.71996808,0.2755405,0.62903339,5.1384797,-850891.38,0.82908922,2.3123794,0.1076573,1.9338828,27.25,1055.0,36.375,0.42687917,0,60.855377,29.375711,0.0,37.736813,11.665753,0.28284973,1.9910206,59.342617,8.7885342,1,14.708499,27.44899,10.271297,386.42758,-0.83951759,-1.3347616,0.053078741,3.64853
197,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CC(O)(C)C)c3c2cc1,0.72776967,2.8516243,13,221.8002,-108872.84,-99197.492,-866444.94,633.96448,1.317348,3338.373,6.5557847,-2.7997067,-2.7576604,0.71194559,0.2835286,0.65013778,6.4497652,-854678.25,0.84415334,4.7772145,0.11560521,1.8313677,33.0,1047.0,37.75,0.42687917,0,60.855377,29.375711,0.0,37.736813,11.665753,0.28284973,1.9910206,59.342617,8.7885342,1,14.708499,27.44899,10.271297,386.42758,-0.83951759,-1.3347616,0.053078741,3.64853
198,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CC(O)(C)C)c3c2cc1,0.72776967,2.8516243,13,227.53893,-108873.54,-99196.508,-862832.31,641.25989,-1.297053,1401.2672,4.4786429,-2.8358815,-2.8155477,0.72555101,0.2708022,0.64516896,4.3175082,-852404.25,0.85029751,3.0350606,0.10695535,1.8611921,29.375,1075.625,36.375,0.42687917,0,60.855377,29.375711,0.0,37.736813,11.665753,0.28284973,1.9910206,59.342617,8.7885342,1,14.708499,27.44899,10.271297,386.42758,-0.83951759,-1.3347616,0.053078741,3.64853
199,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CC(O)C)c3c2cc1,0.73551184,2.8089006,13,226.51228,-105275.46,-95747.336,-798228.38,628.27686,0.66626799,4682.2822,7.7094736,-2.7965407,-2.7301936,0.7322526,0.25995839,0.63947058,6.427948,-791564.63,0.83668667,4.445323,0.10865301,1.8541522,32.375,1061.875,38.5,0.40161672,0,60.855377,29.375711,0.0,37.736813,11.677219,0.28207952,1.9878204,56.249031,9.0,1,14.708499,27.44899,10.271297,364.05408,-0.84000325,-1.3347571,0.053088084,3.2415299
200,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CC(O)C)c3c2cc1,0.73551184,2.8089006,13,229.84816,-105277.27,-95748.586,-797807.0,632.53937,-0.61153102,3971.0159,6.2647624,-2.8338356,-2.8009415,0.73551309,0.25662664,0.6366263,4.6433349,-789691.5,0.85444736,4.4534106,0.11138038,1.8633959,33.625,1069.125,37.25,0.40161672,0,60.855377,29.375711,0.0,37.736813,11.677219,0.28207952,1.9878204,56.249031,9.0,1,14.708499,27.44899,10.271297,364.05408,-0.84000325,-1.3347571,0.053088084,3.2415299
201,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CC(O)C)c3c2cc1,0.73551184,2.8089006,13,208.74506,-105271.57,-95747.914,-801062.94,619.63245,0.48230401,2347.9907,4.7011595,-2.8408353,-2.8126564,0.74442887,0.25197557,0.66311467,4.6444516,-793886.25,0.86346835,3.7708879,0.10438976,1.9402057,30.625,1028.75,36.375,0.40161672,0,60.855377,29.375711,0.0,37.736813,11.677219,0.28207952,1.9878204,56.249031,9.0,1,14.708499,27.44899,10.271297,364.05408,-0.84000325,-1.3347571,0.053088084,3.2415299
202,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CC(O)C)c3c2cc1,0.73551184,2.8089006,13,224.92879,-105276.02,-95749.375,-799139.19,626.87036,1.411275,1806.3763,6.2107515,-2.9140623,-2.7739213,0.73764026,0.25510275,0.64118773,5.9662046,-791695.81,0.84169686,2.8635769,0.11255117,1.8984067,27.25,1056.25,36.875,0.40161672,0,60.855377,29.375711,0.0,37.736813,11.677219,0.28207952,1.9878204,56.249031,9.0,1,14.708499,27.44899,10.271297,364.05408,-0.84000325,-1.3347571,0.053088084,3.2415299
203,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CC(O)C)c3c2cc1,0.73551184,2.8089006,13,233.93394,-105274.78,-95747.227,-795232.06,640.67645,0.89581001,4103.9478,4.304111,-2.9664853,-2.8537366,0.73431188,0.25854376,0.63486415,3.5887206,-787428.06,0.83330208,1.7997417,0.10455257,1.9107442,27.125,1058.25,37.5,0.40161672,0,60.855377,29.375711,0.0,37.736813,11.677219,0.28207952,1.9878204,56.249031,9.0,1,14.708499,27.44899,10.271297,364.05408,-0.84000325,-1.3347571,0.053088084,3.2415299
204,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CCCCC[N+])c3c2cc1,0.7106998,2.8527372,14,255.26126,-110321.27,-100160.07,-885186.44,718.03589,-7.6269999,2542.6218,37.459625,-2.856411,-2.7903955,0.79208881,0.20159449,0.64450067,37.568016,-873858.88,0.69484288,5.832068,0.15630335,1.9654151,29.625,1278.5,68.5,0.36862561,0,35.47015,29.375711,0.0,94.342026,32.375134,1.2952162,2.0554168,64.067787,10.857822,1,14.708499,27.44899,3.6091905,405.63004,-0.86316639,-2.2347243,0.054200001,3.8835299
205,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CCCC[N+])c3c2cc1,0.71717298,2.8326342,13,248.61299,-106714.09,-96718.984,-858643.75,674.62268,-0.56058198,3427.7061,13.596613,-2.7571445,-2.7011428,0.77685797,0.21640345,0.63147843,26.028662,-839104.38,0.78288823,5.5485668,0.13711946,1.9280993,29.875,1180.625,74.375,0.38498044,0,35.47015,29.375711,0.0,75.473625,32.30864,1.292843,2.0507574,60.974205,10.15625,1,14.708499,27.44899,3.6091905,388.39795,-0.86340219,-2.2347229,0.054200001,3.44153
206,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CCCCO)c3c2cc1,0.72776967,2.8226686,13,268.92474,-108553.84,-99012.023,-781481.75,728.36639,-1.573648,5067.2686,1.7919406,-2.7109294,-2.637027,0.71790016,0.26681381,0.63078368,6.3855228,-773136.94,0.76467651,3.4757903,0.11281213,2.0962982,23.5,1152.625,36.875,0.33429626,0,60.855377,29.375711,0.0,75.473625,11.924015,0.29540825,2.0404227,59.342617,10.15625,1,14.708499,27.44899,10.271297,381.28616,-0.84663177,-1.3347564,0.053093635,3.6635301
207,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CCC[N+])c3c2cc1,0.7206406,2.8137376,13,246.58235,-103106.17,-93265.797,-815821.44,646.37158,-2.2497644,3529.2769,16.788345,-2.9780364,-2.9168305,0.77451074,0.22206096,0.61851305,19.710224,-795239.75,0.95879543,5.3074183,0.12919921,1.963915,30.5,1144.125,76.625,0.40285391,0,35.47015,29.375711,0.0,56.605217,32.245399,1.28396,2.0470035,57.880619,9.4674559,1,14.708499,27.44899,3.6091905,371.16586,-0.86354679,-2.2347407,0.054200001,2.9995301
208,O=C(OC)c1cc2nc(N)c3[n+]c(CCCC)n(CCCO)c3c2cc1,0.73172665,2.8087144,13,237.58505,-105452.99,-95959.0,-806790.25,634.78375,1.4522282,2013.906,10.902256,-2.9311063,-2.8449793,0.77575165,0.22424833,0.62572289,10.151392,-793936.38,0.79548508,4.5819259,0.12485335,1.8928074,25.125,1102.875,55.25,0.44022402,0,44.069847,29.375711,0.0,56.605217,18.981544,0.29204634,2.0270066,56.915825,9.4674559,1,25.899061,27.44899,10.271297,367.12741,-0.79780322,-1.4237748,0.075475588,3.7715299
209,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CC[N+])c3c2cc1,0.73215401,2.8005693,13,256.68619,-99494.961,-89812.078,-749162.63,627.21014,-3.8306458,1325.6627,19.230358,-2.898792,-2.8160679,0.77327073,0.22093888,0.59074932,20.391529,-739234.88,0.86856741,3.5719461,0.1314605,1.9952577,26.375,1135.375,71.875,0.42246777,0,35.47015,29.375711,0.0,37.736813,32.192863,1.1922189,2.4666913,54.787033,8.792244,1,14.708499,27.44899,3.6091905,353.93378,-0.8590799,-2.2346933,0.054200001,2.5575299
210,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CCO)c3c2cc1,0.74407601,2.7958934,13,217.10782,-101669.74,-92297.93,-751264.94,588.56372,-0.47114399,2574.0188,5.5328045,-3.075484,-2.9743538,0.73408759,0.2580663,0.63112265,4.7124548,-740266.13,0.81139845,3.4167557,0.10488098,2.0793879,33.0,1009.125,37.125,0.36751571,0,60.855377,29.375711,0.0,37.736813,11.679527,0.28117859,1.9840847,53.155445,8.792244,1,14.708499,27.44899,10.271297,346.82199,-0.84053224,-1.3347524,0.0530915,2.77953
211,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CCO)c3c2cc1,0.74407601,2.7958934,13,223.48993,-101670.83,-92297.93,-747706.88,603.66241,-0.411668,745.5274,6.1330714,-3.0773098,-2.9731085,0.74027103,0.25262767,0.62977666,4.4111876,-738074.88,0.83856845,2.9419951,0.10323914,2.0354624,32.875,1020.375,36.5,0.36751571,0,60.855377,29.375711,0.0,37.736813,11.679527,0.28117859,1.9840847,53.155445,8.792244,1,14.708499,27.44899,10.271297,346.82199,-0.84053224,-1.3347524,0.0530915,2.77953
212,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CCOC)c3c2cc1,0.7322793,2.7977643,13,170.64438,-105268.32,-95736.313,-791497.56,645.97241,1.133541,4106.4849,6.2955666,-2.9198661,-2.8136144,0.78672528,0.20635463,0.73583335,4.5331712,-784947.56,0.85035056,4.2105041,0.11839366,1.7697736,30.0,1048.25,30.125,0.30316025,0,35.47015,29.375711,0.0,37.736813,11.251407,0.28145263,1.9852071,56.249031,9.4674559,1,14.708499,27.44899,5.0075121,369.02783,-0.84043741,-1.3347532,0.053092353,3.39153
213,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CCOCc4ccccc4)c3c2cc1,0.71882594,2.7989068,16,178.63112,-124240.57,-113538.83,-1081890.4,699.07202,0.77737099,1474.7323,3.4164953,-2.9207454,-2.7715073,0.71428436,0.28241178,0.74447393,2.477437,-1064842.1,0.87592345,3.3601038,0.13724464,1.8509496,27.25,1137.125,31.75,0.28855139,0,35.47015,32.561287,0.0,37.736813,12.33487,0.28094739,1.9832448,69.476204,12.109375,1,14.708499,88.723511,5.0075121,439.52609,-0.84045655,-1.3347559,0.13744716,5.1795301
214,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(CCc4ccc(C(=O)[O-])cc4)c3c2cc1,0.74325103,2.800503,16,259.61871,-130724.47,-119295.41,-1053539.4,750.93213,-5.8957715,4540.8467,29.359636,-2.6821878,-2.6756051,0.63263237,0.36106703,0.65427136,30.378218,-1041596.2,0.56724405,1.3271083,0.10499943,2.0761833,38.75,1302.875,30.375,0.34775966,0,35.47015,59.609077,0.0,37.736813,11.08504,-0.7029618,2.0882747,68.277824,11.823145,1,14.708499,76.468605,29.637598,434.82086,-0.84553021,-1.4897602,0.13696554,5.1475301
215,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(Cc4ccc(C(=O)[O-])cc4)c3c2cc1,0.75041723,2.7920196,15,271.50516,-127113.11,-115849.21,-1018320.5,708.25085,4.3826776,4594.7632,24.031694,-2.9682949,-2.8504069,0.63255066,0.36191198,0.61665398,24.886395,-1006600.4,0.72021604,2.5835505,0.097321004,2.1049209,38.875,1241.5,30.0,0.39370185,0,35.47015,59.609077,0.0,37.736813,10.682721,-0.71318668,2.0446651,65.184242,11.16,1,14.708499,76.468605,29.637598,417.58878,-0.83999294,-1.4897596,0.13696702,5.0595298
216,O=C(OC)c1cc2nc(N)c3nc(CCCC)n(Cc4ccc(C[N+])cc4)c3c2cc1,0.71825284,2.7922878,15,247.12567,-118481.44,-107624.07,-1008496.3,688.62335,6.0466127,4604.8364,31.351482,-3.1470356,-3.0940671,0.76685017,0.22637396,0.64113086,30.443008,-994288.81,0.70888054,5.8692007,0.16062959,2.0962975,30.25,1247.0,69.375,0.38337809,0,35.47015,35.746861,0.0,37.736813,32.55851,1.2781112,2.0439761,68.014206,10.950521,1,14.708499,76.468605,3.6091905,424.43201,-0.85672003,-2.2257626,0.1093771,4.51753
217,O=C(OC)c1cc2nc(N)c3nc(CCCCC)n(CC(O)(C)C)c3c2cc1,0.72073662,2.8586226,14,217.90953,-112480.62,-102644.59,-916218.44,652.78845,0.61255002,262.60846,5.9476218,-2.9632719,-2.9594402,0.73707283,0.25715548,0.66618663,4.6499891,-899036.0,0.83319581,4.5554194,0.12329905,1.8794502,32.5,1098.75,37.5,0.40865585,0,60.855377,29.375711,0.0,56.605217,11.729289,0.2827307,1.9903929,62.436203,9.4276857,1,14.708499,36.150303,10.271297,403.65967,-0.8395623,-1.3347634,0.053078521,4.0905299
218,O=C(OC)c1cc2nc(N)c3nc(n(CC(O)(C)C)c3c2cc1)-c1ccccc1,0.741889,2.8380649,13,206.3839,-113420.42,-103203.28,-907970.19,640.7301,1.398472,2520.7805,7.8873558,-2.7007484,-2.6953731,0.66774631,0.32527292,0.67789263,7.1255484,-899111.06,0.85378081,4.8000689,0.11814786,1.9632907,33.375,1118.25,36.875,0.37683287,0,60.855377,27.047791,0.0,0.0,12.047258,0.23308635,1.7833576,60.195446,8.859375,1,14.708499,61.274521,10.271297,387.9975,-0.83354199,-1.3347524,0.14205618,3.95153
219,O=C(OC)c1cc2nc(N)c3ncn(CC(O)(C)C)c3c2cc1,0.7642563,2.8334546,11,214.54753,-94440.781,-85399.641,-659749.69,540.01019,-1.435657,553.47668,7.7770543,-2.576247,-2.5442779,0.71650165,0.27493697,0.60269725,7.2084689,-654435.75,0.72463912,4.5383525,0.11183009,2.0917871,32.5,953.625,34.625,0.46050566,0,60.855377,27.047791,0.0,0.0,11.250792,0.24663831,1.7639365,46.968273,6.7188368,1,14.708499,0.0,10.271297,317.49924,-0.84182096,-1.334731,0.10431978,1.95753
220,O=C(OC)c1cc2nc(N)c3ncn(CC(O)(C)C)c3c2cc1,0.7642563,2.8334546,11,216.35864,-94442.297,-85399.898,-659549.38,539.14001,1.156695,1584.9833,5.6637654,-2.6131537,-2.5822635,0.72241437,0.27030009,0.59869677,6.0887594,-654239.63,0.7463792,3.0048492,0.11020145,2.1009653,28.25,952.0,35.0,0.46050566,0,60.855377,27.047791,0.0,0.0,11.250792,0.24663831,1.7639365,46.968273,6.7188368,1,14.708499,0.0,10.271297,317.49924,-0.84182096,-1.334731,0.10431978,1.95753
221,O=C1N(Cc2cnc(C)cc2)c2c(c(N)nc(-c3occ(C)n3)c2)N1,0.77652061,2.7912209,13,212.51672,-98849.102,-88107.883,-700961.25,581.66052,-0.77805954,1791.7163,3.5290992,-3.3597395,-3.3038535,0.65400332,0.34599668,0.63463789,3.3894627,-698766.0,0.70972234,3.7478614,0.11187217,2.0470695,37.75,1048.0,51.125,0.39612249,0,50.35659,8.69907,0.0,0.0,11.722733,0.088654779,1.366411,48.792686,7.5526471,1,0.0,12.254904,2.6406472,321.20358,-0.80830151,-1.3347301,0.15344746,0.27952999
222,O=C1N(Cc2cnc(C)cc2)c2c(c(N)nc(-c3occn3)c2)N1,0.78861368,2.7910707,12,211.63274,-95233.07,-84652.531,-661750.81,539.94684,-1.1617776,710.74225,2.8508642,-3.1933486,-3.1780112,0.67301953,0.32698047,0.60804892,3.2070596,-656324.38,0.58213061,4.5337024,0.11246577,2.1582003,41.875,995.625,49.875,0.41857859,0,50.35659,5.9423227,0.0,0.0,11.525692,0.086719796,1.3570136,45.6991,7.3188691,1,0.0,12.254904,2.6406472,303.9715,-0.80895197,-1.3347247,0.24927889,0.02153
223,O=C1N(Cc2cnc(C)cc2)c2c(c(N)nc(-n3nccc3)c2)N1,0.77403039,2.7908113,12,215.68835,-92896.633,-81973.242,-653838.25,553.78302,0.214689,2532.6162,2.8249004,-3.5123224,-3.342643,0.66159093,0.33840907,0.61051834,2.5698602,-652570.69,0.72093463,1.8710885,0.10898574,2.1385982,34.375,1024.25,52.5,0.43901801,0,52.010635,5.9423227,0.0,0.0,11.124679,0.088192999,1.3545954,46.663895,7.3188691,1,0.0,12.254904,0.13689101,311.50903,-0.81497627,-1.3347538,0.219584,0.30353001
224,O=C1N(Cc2cnc(C)cc2)c2c(c(N)nc(-n3nccn3)c2)N1,0.79535282,2.7903771,12,220.11044,-94393.328,-82606.148,-659954.5,549.64941,0.073876619,444.34167,2.1605039,-3.4514511,-3.3177314,0.70273161,0.29726836,0.59954393,1.6447276,-657306.06,0.66122627,2.422833,0.08493042,2.2184741,48.5,1024.125,53.25,0.42726281,0,68.551125,5.9423227,0.0,0.0,11.141796,0.087385438,1.348085,45.337101,7.3188691,1,0.0,12.254904,0.13689101,305.50937,-0.80305398,-1.3347477,0.21484943,-0.0079399999
225,OC(C)c1cc2C(=[N+]CCCC)NC(N)=[N+]c2cc1,0.70592946,2.777283,10,218.05019,-74639.258,-67449.289,-508955.66,526.48309,-0.50207466,412.52444,14.239651,-2.5736043,-2.5430462,0.74884772,0.25115228,0.58583629,13.946262,-503970.13,0.63409317,3.6263936,0.19775467,1.9526385,12.25,975.875,83.0,0.55379593,0,25.385227,6.37115,0.0,44.20546,29.567448,0.67552251,3.3018005,44.511448,7.1358023,0,11.190562,39.703896,7.7675405,284.24347,-0.79169875,-2.2036943,0.09686134,3.368
226,OC(CCc1ccc(N(C)C)cc1)c1cc2C(=[N+]CCCC)NC(N)=[N+]c2cc1,0.68446094,2.7968671,17,211.82175,-109528.34,-99690.5,-953342.25,673.46338,3.1177411,3154.4448,35.376137,-2.8240044,-2.7428713,0.78558183,0.21441814,0.68547398,38.481468,-919612.0,0.87567443,6.3797574,0.20077874,1.9545593,14.375,1252.625,92.125,0.31934115,0,25.385227,9.5567245,0.0,63.073864,31.93409,0.67453551,3.3007593,68.786171,11.571428,0,11.190562,64.213699,7.7675405,434.22275,-0.84316111,-2.2037003,0.10552388,5.2600002
227,OC(CCc1ncccc1)c1cc2C(=[N+]CCCC)NC(N)=[N+]c2cc1,0.70414829,2.7912545,15,189.93933,-98726.648,-89353.18,-765926.31,664.84174,-1.9024643,1612.6859,25.054031,-2.6637595,-2.6226673,0.72771394,0.27228606,0.71430898,26.339748,-759568.69,0.78431427,3.9434192,0.15307298,1.8725954,18.625,1197.0,82.5,0.39000461,0,42.170757,9.1278973,0.0,63.073864,31.574183,0.80726779,4.8878288,59.505409,10.518627,0,11.190562,51.958797,7.7675405,370.1181,-0.79003346,-2.2036994,0.13314506,4.0739999
228,OC(Cn1c(CCCC)nc2c(N)[n+]c3c(c12)cccc3)(C)C,0.6894021,2.8516929,10,190.39252,-87648.156,-79691.742,-688353.0,566.41803,-0.76216877,1516.9896,6.986537,-2.8194463,-2.7506921,0.71780807,0.27629262,0.66386575,7.0795894,-680969.75,0.76985377,4.5172267,0.19302551,1.7053088,19.0,999.75,55.75,0.40900633,0,44.069847,2.3279202,0.0,37.736813,17.863144,0.55365235,2.2045541,53.551826,7.0869246,1,28.428589,51.958797,7.7675405,335.23969,-0.83855247,-1.4215128,0.11744561,4.1655302
229,OC(Cn1c(CCCC)nc2c(N)[n+]c3c(c12)cccc3)(C)C,0.69685155,2.8516929,10,191.95349,-87648.18,-79691.734,-688453.94,570.38092,-1.4990784,1282.0884,6.9744668,-2.7894297,-2.7711637,0.71572,0.27819186,0.66346443,7.0853,-680887.5,0.76983279,4.5407238,0.19542913,1.7119156,18.0,1005.625,56.0,0.40900633,0,44.069847,2.3279202,0.0,37.736813,17.863144,0.55365235,2.2045541,53.551826,7.0869246,1,28.428589,51.958797,7.7675405,335.23969,-0.83855247,-1.4215128,0.11744561,4.1655302
230,OC(Cn1c2c(c(N)[n+]c3c2cccc3)nc1)(C)C,0.7310378,2.8335004,8,193.97215,-73206.039,-65889.695,-493524.56,468.74695,-1.2234744,1157.3771,6.7276115,-2.6011391,-2.5941124,0.65628546,0.33285448,0.58619004,6.7909622,-489664.53,0.72136873,2.6597292,0.14890631,2.1733377,19.0,895.5,53.875,0.44447026,0,44.069847,0.0,0.0,0.0,17.473919,0.52180338,2.0163734,41.177483,5.0800781,1,28.428589,24.509808,7.7675405,266.31134,-0.84086001,-1.4215029,0.14316149,2.47453
